"x"
5717197064
3221484924.5
3221484924.5
3221484924.5
3221484924.5
4691283276
1858082932
3260363276
1227203498
2759233245.5
2759233245.5
1072537677
1869454375
5359910461
4828958245
3282715189.5
3282715189.5
2342728147
6695056584
5019568925
4685784552
4685784552
4685784552
4011028758
5971109463
4278983144
4448284898
5941918835
1336044713
4470788695
3293008896
1810999322
2080114408
2127615685
7953979363.4
4799294561
1270855586
4220475351
3205111881
4535211023
3606189680.4
3926295041
1465502689
5225526851
3539108193.66667
3539108193.66667
3539108193.66667
2478415101
4098631276
3288523188.5
3288523188.5
3288523188.5
3288523188.5
5752014351
2246660860
5646174186
5312586828
4739359056.25
4739359056.25
4366970816
5041410489
4799461446
4735947583.66667
4735947583.66667
4735947583.66667
4935521532
2945926998
4488429343
2385259585
3688784364.5
3688784364.5
3849138185
5644954209
4747046197
4747046197
4747046197
4747046197
3827572199
6120995798
4974283998.5
4974283998.5
4974283998.5
4974283998.5
4650136030
6267583346
4649028048
4675293291
5060510178.75
5060510178.75
1940131236
1255709367
1343123483
5666611261
4430181614
5595032664
4650814583
5757050393
6147673310
4699120469.03997
3801729541.60053
3176191678.19483
1795953572
4399297088
1940551831
6019839788
6136954463
4931455640
4495196869
2358587991
4696364771
3048316051
6887540482
4334683206
6475474499
3740386296
2239388423
2410863405
1534124025
2498961950
1660375793
3894314779
3845508076
3597975590
3721741833
3721741833
3721741833
3721741833
5305235271
891290
2653063280.5
2653063280.5
2653063280.5
2653063280.5
3060686803
2394509389
2204901433
2553365875
2553365875
2553365875
2093519686
3743744931
2918632308.5
2918632308.5
2918632308.5
2918632308.5
4219976388
3061009334
3640492861
3640492861
3640492861
3640492861
4182058550
2423060566
2575883880
3060334332
3060334332
3060334332
6027931097
5100853441
5268690512
7000268248
4446749339
3548937494
3645900939
6188078782
5724234435.78018
4851444889.78834
4175875215.02328
2938965440.51221
2630274493
1980864921
2422107001
2700828276
3941232350
2735061408.2
3989982382
2451468649
3117928129
2272429772
3030233414
3040347176
4155681348
3933310090
4466404112
4194982157.73982
4076492618.01045
3623348085.54567
3784630466
2815000795
1891806234
5007689911
3374781851.5
3374781851.5
2460222424
2452192967
2471280827
5030329872
4997260067
3482257231.4
4081706373
2170863731
3297307908
4758230789
2795791760
3420780112.2
6277530341
1641707200
2193454822
3370897454.33333
3370897454.33333
3370897454.33333
3448378400
5300870228
4207729770
4318992799.33333
4318992799.33333
4318992799.33333
3211628594
2400346670
2805987632
2805987632
2805987632
2805987632
1012140160
5928236127
3470188143.5
3470188143.5
3470188143.5
3470188143.5
6092905392
3388893791
2516698834
1810525470
3452255871.75
3452255871.75
5345066136
2953789855
4314049222
2498884962
3777947543.75
3777947543.75
4379590006
1684697325
4876553391
3646946907.33333
3646946907.33333
3646946907.33333
1567361405
94057530
3858702427
1840040454
1840040454
1840040454
3479179864
2410839055
2945009459.5
2945009459.5
2945009459.5
2945009459.5
3288065451
3288065451
3288065451
3288065451
3288065451
3288065451
5180034791
1246599515
63596207
2163410171
2163410171
2163410171
2091776053
3488249885
3394083055
2991369664.33333
2991369664.33333
2991369664.33333
6234842248
4087430508
3898664130
4057941357
4569719560.75
4569719560.75
2773146909
4333629206
4466250324
3857675479.66667
3857675479.66667
3857675479.66667
2236694707
1384682409
1810688558
1810688558
1810688558
1810688558
3299152814
2015517839
2495519248
2603396633.66667
2603396633.66667
2603396633.66667
3520281283
2541964548
3031122915.5
3031122915.5
3031122915.5
3031122915.5
5572646563
1748552296
3660599429.5
3660599429.5
3660599429.5
3660599429.5
5715887489
2783126105
3407976005
3968996533
3968996533
3968996533
5038255935
5038255935
5038255935
5038255935
5038255935
5038255935
6224221593
3915230587
5069726090
5069726090
5069726090
5069726090
5771522764
3825249069
4798385916.5
4798385916.5
4798385916.5
4798385916.5
4356218074
1697187564
1367029214
2473478284
2473478284
2473478284
1942700543
4070298287
3006499415
3006499415
3006499415
3006499415
5143960485
4132955484
2953727826
4076881265
4076881265
4076881265
3520309645
2719422084
3119865864.5
3119865864.5
3119865864.5
3119865864.5
5097994071
4806838082
4952416076.5
4952416076.5
4952416076.5
4952416076.5
4410667292
5933833221
1976193204
4106897905.66667
4106897905.66667
4106897905.66667
3620693895
3291484342
3456089118.5
3456089118.5
3456089118.5
3456089118.5
2902731542
3586939192
3244835367
3244835367
3244835367
3244835367
5071526391
5049384991
1651089998
2257520637
3507380504.25
3507380504.25
2551450482
2042914599
2297182540.5
2297182540.5
2297182540.5
2297182540.5
4658887942
1930055624
6076403696
4221782420.66667
4221782420.66667
4221782420.66667
5331898770
5073027175
5202462972.5
5202462972.5
5202462972.5
5202462972.5
6422877659
4512879440
3855628172
3418472693
4552464491
4552464491
4311483661
4311483661
4311483661
4311483661
4311483661
4311483661
6418892760
3221651023
4820271891.5
4820271891.5
4820271891.5
4820271891.5
5358807502
5358807502
5358807502
5358807502
5358807502
5358807502
3390962120
1695136036
3771059873
2952386009.66667
2952386009.66667
2952386009.66667
1630852780
2519853900
2594238792
2248315157.33333
2248315157.33333
2248315157.33333
4807678627
2506836534
3657257580.5
3657257580.5
3657257580.5
3657257580.5
4536518799
3159007017
3847762908
3847762908
3847762908
3847762908
2421209793
3691662449
3056436121
3056436121
3056436121
3056436121
4232322921
926295300
4262581003
3140399741.33333
3140399741.33333
3140399741.33333
2597337686
2455356242
2526346964
2526346964
2526346964
2526346964
1687369764
2212238302
1949804033
1949804033
1949804033
1949804033
2231955819
2231955819
2231955819
2231955819
2231955819
2231955819
1945057704
2853814572
2399436138
2399436138
2399436138
2399436138
3682921955
2540173197
3022656952
3081917368
3081917368
3081917368
1325649678
1325649678
1325649678
1325649678
1325649678
1325649678
1989612373
1989612373
1989612373
1989612373
1989612373
1989612373
3934270331
3085375663
2177005851
3065550615
3065550615
3065550615
1716889004
1716889004
1716889004
1716889004
1716889004
1716889004
6145135710
3390341577
6027083478
2604115009
4541668943.5
4541668943.5
4959059624
4238552423
2896801127
4031471058
4031471058
4031471058
4087558758
1670857019
2879207888.5
2879207888.5
2879207888.5
2879207888.5
6497579278
3058649268
2435583800
3237854953
3807416824.75
3807416824.75
3947473157
3947473157
3947473157
3947473157
3947473157
3947473157
4083847544
4083847544
4083847544
4083847544
4083847544
4083847544
4237153795
4237153795
4237153795
4237153795
4237153795
4237153795
5150049195
5150049195
5150049195
5150049195
5150049195
5150049195
4302097397
2401660631
2219427946
5397614931
5566044443
3977369069.6
3937988260
3937988260
3937988260
3937988260
3937988260
3937988260
6187252603
1241516156
4090921638
3462304693
3745498772.5
3745498772.5
4061705066
4457218106
3981406767
4050338363
4137667075.5
4137667075.5
2937012912
3106002654
5820021759
3954345775
3954345775
3954345775
3808323745
3966960822
2890883166
2051337946
3179376419.75
3179376419.75
4534398743
1985116220
3041873109
3187129357.33333
3187129357.33333
3187129357.33333
4482843893
2380061017
3625555289
3496153399.66667
3496153399.66667
3496153399.66667
3338984730
3211833971
3275409350.5
3275409350.5
3275409350.5
3275409350.5
5158375606
3641455734
3066029325
3551787812
4003045538
3884138803
3700951952
3700951952
3700951952
3700951952
3700951952
3700951952
4051596452
3495104610
1649625784
2253393542
3423235863
2974591250.2
2384149039
2384149039
2384149039
2384149039
2384149039
2384149039
2691291982
1378982573
2011904783
1233072269
1828812901.75
1828812901.75
1434658240
977064973
1164816881
1989355303
1391473849.25
1391473849.25
3159885829
2650653709
3520334768
3732024715
3046205800
4972411505
2212177358
1106929641
2271846806
4741367435
3733758986.71093
2727342709.44085
1287814731
1195037184
1241425957.5
1241425957.5
1241425957.5
1241425957.5
2728496471
844995392
844995392
844995392
844995392
844995392
844995392
1937458351
2219156813
2078307582
2078307582
2078307582
2078307582
2628790152
1985253277
3821237663
2865126197
2825101822.25
2825101822.25
765723389
3220734563
3178967064
1560651523
2181519134.75
2181519134.75
2785903016
4549367756
2770069830
2905974584
3252828796.5
3252828796.5
2561669887
1948206454
2303455642
2271110661
2271110661
2271110661
1533650171
1379508034
3460655861
2124604688.66667
2124604688.66667
2124604688.66667
1704201041
1704201041
1704201041
1704201041
1704201041
1704201041
4956058142
4956058142
4956058142
4956058142
4956058142
4956058142
420794411
1467743522
944268966.5
944268966.5
944268966.5
944268966.5
3637148961
3888596333
3762872647
3762872647
3762872647
3762872647
4458303516
1756159563
3107231539.5
3107231539.5
3107231539.5
